LSR_GOODS_CD,LSR_GOODS_NM,FCLTY_TEL_NO
81551,[부산 해운대] 블루라인파크 해변열차 스카이캡슐 이용권,051-701-5548
81552,[통합딜] [용인] 에버랜드 이용권(3/1~3/31),031-320-5000
81553,[통합딜] [용인] 에버랜드 이용권(3/1~3/31),031-320-5000
81554,[통합딜] [용인] 에버랜드 이용권(3/1~3/31),031-320-5000
81555,[이천] 테르메덴 풀앤스파 미들시즌,031-645-2000
81556,[경기 파주] 헤이리 아지동 스토리 미니어처 뮤지엄,02-456-2014
81557,[대구 달서] 이월드 3월 가족권 PKG,053-620-0001
81558,[경기 용인] ★스페셜데이 특가★ 에버랜드 종일이용권 (~3/18),031-320-5000
81559,[특가★] 코엑스아쿠아리움 종일권,02-700-7200
81560,[강원 평창] 조나단 패러글라이딩,033-333-2625
81561,[경기 수원] 광교 아쿠아플라넷,1833-7001
81562,[부산 해운대] 부산 엑스더스카이,051-731-0098
81563,[전남 여수] 여수 유월드+여수아쿠아플라넷 입장권,061-810-6000
81564,[인천] 파라다이스시티 씨메르 아쿠아스파권(3/1~3/31),032-729-7700
81565,[경기 파주] 헤이리 아지동 플레이 키즈카페,02-456-2014
81566,[인천] 파라다이스시티 씨메르 찜질스파(3/1~3/31),032-729-7700
81567,[인천] 파라다이스시티 원더박스 이용권(3/1~3/31),032-729-7700
81568,[과천] 서울대공원 동물원 (~4/30),02-500-7335
81569,[하남] 아쿠아필드 찜질스파 하남점(03/01~04/30),031-8072-8800
81570,[서울 송파] 롯데월드 어드벤처 연간그린권 3월 특가,02-509-6000
81571,[여수] 미남크루즈+카페너울 PKG 3~4월,1533-6256
81572,[경기 파주] 헤이리 아지동 키즈카페+북카페 종일권,02-456-2014
81573,[경북 경주] 캠프VR 경주밀레니엄점(~7/15),070-7719-9900
81574,[대구] 네이처파크 봄 입장권,1688-8511
81575,[대전] 오월드 자유이용권,042-580-4820
81576,[경기 부천] 디지털 키즈카페 플랜디 (~22/04/30),032-721-3770
81578,[제주] 라프 라플라이&힐링족욕,064-784-9030
81579,[전남 여수] 유월드 루지테마파크+미남크루즈 PKG,061-810-6000
81580,[대구 달서] 이월드 연간회원권 3월 특가,053-620-0001
81581,[제주] 세이펙스 여행짐 당일배송,1533-2280
81582,[대구] 이월드 3월 자유이용권 특가,053-620-0001
81583,[대구] 이월드 3월 자유이용권 특가,053-620-0001
81584,[서울/부산] 키자니아 어린이 체험테마파크 3월 상시,1544-5110
81585,[고양] 아쿠아필드 찜질스파 고양점(03/01~04/30),031-5173-4500
81586,[경기] 아쿠아필드 안성점 찜질스파(03/01~04/30),031-8092-1900
81587,[하남] 아쿠아필드 워터파크 하남점 (03/01~04/30),031-8072-8800
81588,[경기 안성] 안성팜랜드 3월,031-8053-7979
81589,[안성] 아쿠아필드 안성점 워터파크 (03/01~04/30),031-8092-1900
81590,[고양] 아쿠아필드 복합권 고양점 (03/01~04/30),031-5173-4500
81591,[부산] 센텀 스파랜드 주중권 (03/01~04/30),1668-2850
81592,[서울 송파] 롯데월드 어드벤처 종합이용권 3월,02-509-6000
81593,[4개 지점] 아쿠아필드&스파랜드 찜질스파 특가★(~3/31),031-8072-8800
81594,[3개 지점] 아쿠아필드 워터파크 특가★(~3/31),031-8072-8800
81595,[제주] 카페 델보스케 피크닉세트 대여,010-3050-2051
81596,[부산] 센텀 스파랜드 주말권 (03/01~04/30),1668-2850
81597,[서울 중구] ★특가★ 살바도르 달리전,02-325-5583
81598,[★특가] 광교 아쿠아플라넷 특가,1833-7001
81599,[경기 용인] ★특가★ 에버랜드 종일이용권(방문날짜 지정) (3/1~3/31),031-320-5000
81718,[서울 서대문] 숲속한방랜드(~4/30),02-365-2700
81719,[제주 서귀포] 빛의벙커(3/1~3/31),1544-2653
81720,[전북 부안] [봄맞이스페셜] 오션플레이 변산 종일권,1588-4888
81721,[서울 송파] 롯데월드 어드벤처 회전목마 인생사진 PKG 3월,02-509-6000
81722,[서울 송파] 롯데월드 아쿠아리움 3월,1661-1063
81723,[제주 서귀포시] 헬로키티 아일랜드,064-792-6114
81724,[제주 서귀포] 생태문화전시관 더 플래닛 버디프렌즈,064-798-2000
81725,[포항 북구] 가볼만한곳 포항 아이스링크 이용권,054-242-0091~2
81726,[서울 송파] 롯데월드 별밤 아쿠아리움 3월,1661-1063
81727,[서울 송파] 롯데월드 아쿠아리움+서울스카이 PKG 3월,1661-1063
81728,[제주] 무민랜드 : 국내 최대 무민테마파크,064-794-0420
81729,[제주] 감성정원 파더스가든,070-8861-8899
81730,[남산] N서울타워 연간멤버쉽 (유효기간~2023/3/31),02-3455-9277
81731,[남산] N서울타워 연간멤버쉽 (유효기간~2023/3/31),02-3455-9277
81732,[충남 예산] 덕산스플라스 (~3/31),041-330-8000
81733,[제주 서귀포시] 본태박물관,064-792-8108
81734,[제주] 정크아트 서프라이즈 테마파크,064-783-7272
81735,[서울 송파] 서울스카이 입장권 3월,1661-2000
81736,[제주 서귀포] 서귀포잠수함,064-732-6060
81737,[서울 송파] 서울스카이 주야권 3월,1661-2000
81738,[서울 삼성] 코엑스아쿠아리움 무제한 이용권 3월,02-700-7200
81739,[강남 역삼] 클라임이모션 실내 클라이밍 체험/ 강습권,02-552-2532
81740,[제주] 실탄사격장,064-739-7007
81741,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십,1544-5110
81742,[세종] 베어트리파크 입장권,044-866-7766
81743,[서울 금천] 쥬라리움 금천점 (~3/31),070-8838-7542
81744,[전국] 9개점 코코몽키즈랜드 키즈카페 3월,02-2157-5718
81745,[충북] 제천 해브나인 스파 (~3/31),043-649-6014
81746,[충남 태안] 아일랜드 리솜 오아식스 선셋스파 (~3/31),041-671-7060
81747,[경북 경주] 경주월드 3월,1644-1026
81748,[부산 해운대] 요트탈래 탑승권(주간/야간),051-711-1789
81749,[경기 화성] 쥬라리움 동탄점 (~3/31),070-8882-7542
81750,[울산 중구] 쥬라리움 울산점 (~3/31),070-8808-7542
81976,[인천 서구] 쥬라리움 청라점,070-8808-7542
81977,[경기 용인] ★특가★에버랜드 오후이용권(~3/31),031-320-5000
82009,[대구 달서] 이월드 플라워 시즌권(3개월),053-620-0001
82010,[경기 파주] 쥬라리움 파주점,070-8808-7542
82011,[경기 하남] 쥬라리움 하남점,070-8808-7542
82012,[전남] 순천만잡월드 입장권,061-725-7113
82013,[제주] 세계자동차&피아노박물관,064-792-6114
82014,[모자이카] 제주 렌터카,1644-1346
82015,[전남 여수] 여수 아쿠아플라넷 특가,02-1544-3913
82016,[전남 여수] 여수 아쿠아플라넷 특가,02-413-0045
82017,[경남 거제] 바운스 트램폴린 거제센터/키즈카페,055-635-0150
82018,[세종] 쥬라리움 세종점,070-8888-7542
82019,[모자이카] 내륙 렌터카,1644-1346
82020,[광주 서구] 바운스 트램폴린 광주상무센터/키즈카페,070-4133-7597
82021,[경북 구미] 바운스 트램폴린 구미홈플러스센터/키즈카페,054-465-0150
82023,[서울 서초] 바운스 트램폴린 반포센터/키즈카페,02-537-0150
82024,[부산 남구] 바운스 트램폴린 부산용호W센터/키즈카페,055-635-0150
82025,[서울 강남] 바운스 트램폴린 삼성센터/키즈카페,02-554-0150
82026,[대구 달성] 잭슨나인스 키즈카페 대구점,1811-6639
82027,[경기 수원] 바운스 슈퍼파크 수원영통센터/키즈카페,070-8858-6806
82028,[경기 용인] 바운스 트램폴린 죽전센터/키즈카페,
82029,[충남 부여] 부여 롯데 아쿠아가든 3월,041-939-1135
82030,[서울 노원] 바운스 트램폴린 월계이마트센터/키즈카페,070-4133-7597
82031,[제주] 바운스 슈퍼파크 제주센터/키즈카페,070-4647-0559
82032,[강원 속초] 설악워터피아 로우시즌 (~05/01),033-630-5800
82033,[경기 고양] 일산 아쿠아플라넷 특가,1661-1063
82034,[강원 속초] 설악워터피아 로우시즌 나이트스파 (~05/01),033-630-5800
82036,[경기 화성] 화성 라바팜스토리 글램핑 이용권,02-456-2014
82037,[전남] 화순 테마파크 소풍 입장권,061-371-1006
82041,[경기 수원] 위더스D파크(~4/30),031-237-5551
82042,[경기 용인] ★스페셜데이 특가★ 에버랜드 종일이용권 (~3/31),031-320-5000
82043,[제주] 힐링파크 비체올린 카약체험+드리프트 트라익,064-773-0000
82044,[제주] 송당승마장,064-782-1199
82045,[제주 서귀포] 불빛정원 + 인생사진관,064-799-6996
82046,[전북 고창] 석정온천휴스파 (~4/29),063-560-7500
82047,[제주 서귀포] 제주왕한라봉체험 체험+시식 PKG,010-4939-5251
82048,[제주] 뽀로로&타요테마파크,064-742-8555
82049,"[서울 송파] 알렉스 프레거, 빅웨스트",010-4816-3555
82050,[제주] 캐니언파크,064-711-1145
82051,[제주] 로봇플래닛,064-792-6991
82052,[제주 서귀포] 대유 ATV 수렵사격랜드,064-738-0500
82053,[제주] 블루마린 스쿠버 다이빙,064-738-1712
82054,[대구] 네이처파크 봄 입장권,1688-8511
82055,[제주] 피규어뮤지엄,064-792-2244
82056,[제주 구좌] [제주] 메이즈랜드 미로 테마파크,064-784-3838
82057,[제주 구좌] 스카이워터쇼 (워터서커스),064-782-7870
82058,[제주 표선] 목장카페 드르쿰다 카트&승마,064-787-5220
82059,[제주 애월] 화조원,064-799-9988
82060,[강원 춘천] 제이드가든 입장권(~3/31),033) 260-8300
82061,[제주 구좌] 제주 레일바이크,064-783-0033
82062,[강원 강릉] 경포 아쿠아리움,033-645-7887
82063,[전북투어패스] 무주반디여행권,1522-2089
82064,[경기 용인] ★특가★에버랜드 오후이용권(방문날짜지정)(~3/31),031-320-5000
82065,[부산] 부산투어패스 부산여행 24/48시간 프리패스권,1522-2089
82066,[경남 거제] 거제 파노라마 케이블카 이용권,055-637-3311
82067,[전북투어패스] 고창 책마을해리 단독상품,1522-2089
82068,[전북투어패스] 1일권+전주 한옥레일바이크 패키지권,1522-2089
82069,[전북투어패스] 1일권+부안 벗님넷포레도 힐링정원체험 패키지권,1522-2089
82070,[전북투어패스] 1일권+김제 미즈노씨네트리하우스 목공체험 패키지권,1522-2089
82071,[전북투어패스] 통합이용권,1522-2089
82072,[전북투어패스] 전주한옥마을권,1522-2089
82073,[경남 거제] 거제 파노라마 케이블카 얼리버드 특가,055-637-3311
82074,[전북투어패스] 남원춘향여행권,1522-2089
82079,[전북투어패스] 전주한옥마을 패키지권,1522-2089
82080,[제주] 가파도&마라도정기여객선+짜장&짬뽕,064-794-5490
82081,[전북투어패스] 부안마실여행권+카페화이트브릭 패키지권,1522-2089
82082,[충북 증평] 벨포레 익스트림 루지 테스트,043-926-1011
82083,[전북투어패스] 무주반디여행권+무주덕유산리조트 곤도라 패키지권,1522-2089
82084,[제주] 양떼목장,064-799-7346
82085,[강원] New Playground 웰리힐리파크 룸온니 특가,1544-8833
82086,[제주] 제주투어패스 프리패스 자유이용권,070-4263-7790
82087,[제주] 포레스트 공룡 사파리,064-783-0300
82088,[제주] 노형수퍼마켙,064-713-1888
82089,[제주] 댕댕투어패스 반려견 동반 프리패스,1522-2089
82149,[대구] 네이처파크 종일권 1+1 특가★,1688-8511
82150,[제주] 그리스신화박물관&트릭아이미술관,064-773-5800
82151,[제주 서귀포시] 상효원 꽃축제가 열리는 수목원,064-733-2200
82152,[제주] 새별프렌즈 헤이요 목장,064-794-2828
82153,[제주] 카멜리아 힐,064-792-0088
82154,[제주] 편백포레스트 체험목장 이용권,064-805-5099
82155,[제주] 윈드 1947 서바이벌,064-733-3500
82156,[강릉] 아르떼뮤지엄,1899-5008
82157,[강원 양양] 양양 오션플레이 재개장 특가,1588-4888
82158,[경기 용인] ★특가★ 에버랜드 종일이용권(방문날짜 지정) (~3/31),031-320-5000
82159,[여수] 미남크루즈+카페너울 PKG 4월 특가,1533-6256
82160,[서울 송파] 롯데월드 아쿠아리움 연간 마린프렌즈권 3월 특가★,1661-2000
82161,[제주] 윈드1947 카트 특가,064-733-3500
82162,[2022] 용평리조트 발왕산관광케이블카&스카이워크 단독특가 (~05/31),02-6925-3193
82163,[오픈특가]비발디파크 오션월드 워터파크 입장권(~5/31),1588-4888
82164,[여수] 아르떼뮤지엄,1899-5008
82165,요기요상품권 5만원권,
82166,[야놀자숙소이벤트전용] 요기요상품권 1만원권,
82167,[대구] 동성로 스파크랜드 특가★,02-456-2014
82168,[대구] 동성로 해피빌런즈 테마파크 특가★,02-456-2014
82174,[부산 해운대] 부산 요트투어 요트G 퍼블릭투어,1899-3031
82176,[제주 서귀포] 윈드1947 카트,064-733-3500
82177,[제주] 더 숲 아로마 앤 테라피,010-4657-7775
82178,[제주] 제주투어패스 자유이용권 타임제로,
82179,[충남 천안] 히어로 플레이파크(~3/31),041-903-2233
82180,[경주] 포토 테마파크 렛미체인지(셀프 포토존),054-705-0031
82181,[경남 남해] 남해대교유람선,055-862-9842
82182,[강원네이처로드]전원풍경 드라이브길 평창횡성패스,033-355-1966
82183,[강원네이처로드]깊은산 드라이브길 정선태백패스,02-456-2014
82184,[강원네이처로드] 굽이굽이 드라이브길 영월정선패스,033-372-9411
82185,[강원네이처로드]호수드라이브길 춘천양구패스,033-244-2122
82440,[전남 여수] 테디베어 뮤지엄,061-808-5151
82441,[광주] 메가박스 첨단+제휴 PC방 PKG,02-413-0045
82442,[강원 춘천] 의암호 물레길 카누체험,033-242-2006
82443,[제주] 밀라네사 뷔페,064-724-1014
82444,[제주 서귀포] 중문오프로드체험장,064-738-7900
82445,[제주 서귀포] 짝꿍아로마마사지 중문점,064-738-9992
82446,[경기 용인] ★특가★ 에버랜드 종일이용권 (~3/31),031-320-5000
82447,[제주] 바다체험장,064-784-5757
82452,[제주] 토스카나호텔 까보스코 레스토랑 다이닝 디너,064-735-7050
82453,[제주] 토스카나호텔 까보스코 레스토랑 조식뷔페,064-735-7050
82454,[제주] 성산투명카약문보트,064-784-6462
82455,[인천] 파라다이스시티 씨메르 아쿠아스파권 특가 (~4/30),032-729-7700
82456,[제주] 토스카나호텔 힐링 맘 패키지,064-735-7050
82459,[제주] 진돼지+본초족욕,064-746-1542
82460,[제주] 짝꿍아로마마사지 제주점,064-745-9998
82461,[제주] 중문마사지,064-738-9992
82462,[제주 서귀포] 천지연무태장어 난산본점,010-3969-3463
82526,[제주] 신화월드 테마파크 자유이용권,1670-8800
82527,[서울] 코엑스아쿠아리움 오전/오후 1인권 특가★,02-700-7200
82528,[인천 중구] ★특가★파라다이스시티 원더박스 4인 패밀리권,032-729-7700
82529,[제주] 신화월드 워터파크,1670-8800
82530,[제주 조천] 오름 승마랜드,064-782-1224
82534,[경기 화성] 동탄 디스커버리 네이처스케이프,1533-1245
82535,[제주] 마을체험 고산마을 왕지케 양조장 증류주 만들기 체험,064-772-1320 / 010-9
82536,[인천 중구] ★특가★파라다이스시티 원더박스 2인 캔디세트권,032-729-7700
82537,[제주] 마을체험 저지마을 수제피자 만들기체험,064-772-1320
82538,[제주] 제주 오메오메 디저트,064-747-2717
82539,[제주 애월] 마을체험 알제이 도마만들기 체험,064-772-1320
82540,[제주] 바다하늘 패러글라이딩,010-3692-7345
82541,[제주] 제주 청우식당,064-739-9833
82542,[제주] 제주담아 전동바이크,064-773-8881
82543,[제주] 제주연동흑돼지숯불구이,010-9365-6960
82546,[대구경북] 핫플레이스 청도 무아 마운틴 테마파크,1522-2089
82547,[전남 여수] 테디베어 뮤지엄+유월드,061-808-5151
82548,[제주] 힐링 야생화 정원 방림원,064-773-0090
82549,[경주] 보문호수 위 다이나믹한 즐거움 경주 루지월드,054-701-2255
82550,[제주] 귤당리 카페 이용권,070-7537-0038
82551,[제주] 다이나믹 메이즈,064-787-8774
82552,[제주] 산방산 탄산온천,064-792-8300
82553,[제주] 노리매,064-792-8211
82554,[제주] 하늘여행 행글라이더 체험,064-794-0822
82555,[제주 한림] 새별 ATV,010-8541-9292
82556,[제주] 훈데르트바서파크,064-766-6000
82557,[제주] 비양도 도항선 2천년호,064-796-7522
82558,[제주] 이어도관광승마장,064-783-0916
82559,[제주] 우도 카페 아이니 ZOO,010-5479-3481
82560,[제주] 더 힐링타임 족욕체험,064-745-8700
82561,[제주] 뷰제주하늘 ATV 승마,064-784-3631
82562,[제주] 중문레져 UTV,064-739-8258
82563,[제주] 열대과일농장 유진팡,064-762-3116
82564,"[제주] 드르쿰다 카페 자유이용권 (드르쿰다 in 성산, 목장카페드르쿰다)",064-901-2197
